Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Georgia,GEO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,78.7487186005,78.966014532,79.1809712472,79.3936942652,79.6041510718,79.8126568786,79.9946791952,..,..,..
Germany,DEU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100.0000024034,100,100,100,100,..,..,..
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.8,99.8,99.8000023986,99.8,99.8,99.8,99.8,..,..,..
Ghana,GHA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,75.3718103483,76.3817829569,77.3929942467,78.4056161256,79.4198192691,80.4357731313,81.4533896761,..,..,..
Ghana,GHA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,26.8747747731,28.3931994315,29.9403155169,31.5159400151,33.1198924294,34.7519949385,36.4116127605,..,..,..
Gibraltar,GIB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100,100,100,100,100,..,..,..
Gibraltar,GIB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100,100,100,100,100,..,..,..
Greece,GRC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9583947992,99.987912291,100,99.9999956654,100.0000021764,99.999997817,100,..,..,..
Greece,GRC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.8921430301,99.9673101484,100,99.9999956654,100.0000021764,99.999997817,100,..,..,..
Greenland,GRL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100.0000016864,99.9999983112,100.0000016905,99.9999991543,100,99.9999991547,99.9999974672,..,..,..
Greenland,GRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.3244269117,96.6358029657,96.7589406027,96.756056144,96.7532190099,96.7504132276,96.7476835853,..,..,..
Grenada,GRD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.8631024746,95.9713888869,95.6286504436,95.6286504436,95.6286504436,95.6286504436,95.6286504436,..,..,..
Grenada,GRD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,87.3288481889,87.4274943564,87.1152683517,87.1152683517,87.1152683517,87.1152683517,87.1152683517,..,..,..
Guam,GUM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.6706,99.6952,99.6952,99.6952,99.6952,99.6952,99.6952,..,..,..
Guam,GUM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.5210878469,99.5411734842,99.5411734842,99.5411734842,99.5411734842,99.5411734842,99.5411734842,..,..,..
Guatemala,GTM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.3289718123,91.8125991349,92.2937504172,92.7722556312,93.2481165045,93.7208920502,94.190580738,..,..,..
Guatemala,GTM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,52.7609482783,53.3313787834,53.906622201,54.4867911144,55.0723889725,55.6629525728,55.9907816865,..,..,..
Guinea,GIN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,62.9012095301,62.7822779701,62.6418633571,62.4801998535,62.3021655082,62.1081900673,61.8987230774,..,..,..
Guinea,GIN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,62.5173383325,63.3234959143,64.1255090528,64.9236884431,65.7180338535,66.5082340048,66.6344142283,..,..,..
Guinea-Bissau,GNB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.114528346,93.6056971662,94.0973538327,94.7388554649,95.1618569677,95.5363514082,95.5397476791,..,..,..
Guyana,GUY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,62.6818043251,63.1596589152,63.6326928742,64.1022376067,64.5674850842,65.0230172994,65.4668259265,..,..,..
Haiti,HTI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Honduras,HND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.5007574468,92.0679823464,92.6279168245,93.1809772478,93.7373063016,94.2860317378,94.8271094382,..,..,..
Honduras,HND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.7110184372,99.802405619,99.8937928007,99.9851799824,100,100,100,..,..,..
"Hong Kong SAR, China",HKG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.977849184,99.6960767686,99.8326553042,99.9693167039,100,100,100,..,..,..
Hungary,HUN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9693801574,99.9696970224,99.9699787747,99.9702495632,99.9705267781,99.9708074609,99.9999974887,..,..,..
Hungary,HUN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,72.815339505,75.6039120871,78.3924748113,81.1810443494,83.9696343909,86.758242906,89.5727619782,..,..,..
Iceland,ISL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9999964615,99.9999970704,99.9999988335,100.0000029035,99.9999976898,99.9999988526,99.9999994307,..,..,..
Iceland,ISL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.4358226746,97.0627471564,97.6896727735,98.3166006807,98.9435194533,99.5704445097,99.9999994307,..,..,..
India,IND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.7641605594,88.5846101737,89.404616499,90.2239525929,91.042284549,91.859275346,92.6746425707,..,..,..
India,IND,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,85.0689725013,85.8062530144,86.5334344072,87.2510582276,87.9587334503,88.6565339751,89.3440122284,..,..,..
Indonesia,IDN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.1009450388,95.0854021531,95.068753602,95.1135583842,95.1577790703,95.2014944664,95.24454488,..,..,..
"Iran, Islamic Rep.",IRN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.5237867297,91.5321257992,91.5387419886,91.6041313462,91.6686670824,91.7324665461,91.7952932363,..,..,..
Iraq,IRQ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.9286216404,91.8771542178,92.8196465624,93.7562893313,94.6870765749,95.6129732711,96.5334783341,..,..,..
Iraq,IRQ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,55.7058296586,56.2339829685,56.7588553916,57.2806805381,57.7994569437,58.3170402421,58.8333265989,..,..,..
Ireland,IRL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.3250705305,97.3370773445,97.3489205019,97.3605988961,97.3721279903,97.383477389,97.3945446116,..,..,..
Ireland,IRL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.1766549233,96.4604269841,96.7441034861,97.027681955,97.2998391417,97.311464353,97.3228242792,..,..,..
Isle of Man,IMN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.075,99.075,99.075,99.075,99.075,99.075,99.075,..,..,..
Isle of Man,IMN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.2075649516,97.2075649516,97.2075649516,97.2075649516,97.2075649516,97.2075649516,97.2075649516,..,..,..
Israel,ISR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100.0000008064,99.9999976217,99.9999976588,99.9999976943,100.0000015137,99.9999992549,100.0000014669,..,..,..
Israel,ISR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.7018521184,99.6484106651,99.5950093255,99.5416458931,99.4883256443,99.4350402404,99.3818036813,..,..,..
Italy,ITA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.5790803223,99.5333280401,99.4876503004,99.4420143661,99.4422539664,99.4424943429,99.4427338843,..,..,..
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,92.3359321686,92.8600457177,93.3837083973,93.9068905651,94.4731363584,95.0393856211,95.0396145561,..,..,..
Jamaica,JAM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.8981484605,90.5337203311,90.1701423523,90.318517763,90.4677659859,90.6179199822,90.6484361807,..,..,..
Jamaica,JAM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Japan,JPN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.7689583333,98.8091666667,98.849375,98.8895833333,98.9297916667,98.97,99.0102083333,..,..,..
Japan,JPN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.1817534279,98.2270682281,98.2723873789,98.3177108801,98.3630387318,98.408370934,98.4537074867,..,..,..
Jordan,JOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.1115638965,99.0881023438,99.0636845846,99.0384203855,99.0047785789,98.9710548944,98.9372226482,..,..,..
Jordan,JOR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.897751387,93.8998687085,93.8993078797,93.8963668771,93.8706177104,93.8446422738,93.8183435909,..,..,..
Kazakhstan,KAZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.9215902616,92.6343137932,93.3048073256,93.8823580132,94.4620705912,95.0438082787,95.6275072213,..,..,..
Kazakhstan,KAZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,77.4911021784,79.5518609343,81.5864989654,83.5464159728,85.5208885175,87.5095624284,89.5122514262,..,..,..
Kenya,KEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,55.0138087173,55.6777193974,56.3369312494,56.990404118,57.6382970343,58.2803541915,58.916333389,..,..,..
Kenya,KEN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,63.9965420177,65.2664478678,66.5363537179,67.8062595681,69.0761654182,70.3460712683,71.6159771185,..,..,..
Kiribati,KIR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.6502058431,96.2883271422,95.9284719766,95.5706764011,95.2148815949,94.8621012766,94.5124528157,..,..,..
"Korea, Dem. People’s Rep.",PRK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,67.6636228149,67.4865170026,67.3101582886,67.1348069893,66.9601923568,66.7906723505,66.6258224741,..,..,..
"Korea, Rep.",KOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.1141380566,99.2263908803,99.3386437039,99.4508965276,99.5631493513,99.675402175,99.7876549987,..,..,..
"Korea, Rep.",KOR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.9410566941,98.010158832,98.0046676313,97.9989134383,97.992896253,98.1033786893,98.2138611256,..,..,..
Kosovo,XKX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100,100,100,100,100,..,..,..
Kuwait,KWT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100,100,100,100,100,..,..,..
Kyrgyz Republic,KGZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,85.3298783523,85.7973814125,86.2675868302,86.7314927602,87.0785157285,87.4269556817,87.4559028992,..,..,..
Kyrgyz Republic,KGZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,59.0134308573,60.834365256,62.6844136687,64.5547811456,66.3391842635,68.1477002905,68.2233199904,..,..,..
Lao PDR,LAO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,70.0741363806,72.0705630713,74.0554409132,76.0292334655,77.9914153104,79.9419019926,82.0618968647,..,..,..
Lao PDR,LAO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,13.6967375153,14.0929660488,14.4894678635,14.8867079506,15.2845245544,15.6830678058,16.081865845,..,..,..
Latvia,LVA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.3172707984,98.3689170196,98.4204850717,98.4719581894,98.5233594898,98.5747863718,98.6261823719,..,..,..
Latvia,LVA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.965915946,94.169179768,94.3725824278,94.5760094438,94.7796805289,94.9847143023,95.1908583414,..,..,..
Lebanon,LBN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.4278478207,90.885433963,91.3430201053,91.8006062476,92.2581923899,92.6,92.6,..,..,..
Lebanon,LBN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,46.5810835966,46.8167948168,47.052506037,47.2882172571,47.5239284773,47.7,47.7,..,..,..
Lesotho,LSO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,68.0693208837,68.1600414307,68.261030216,68.3727020425,68.4954980427,68.628911789,68.6499375846,..,..,..
Lesotho,LSO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,69.8435929346,70.3789191079,70.9073634337,71.4284276157,71.9423144651,72.4490013718,72.9480309494,..,..,..
Liberia,LBR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Libya,LBY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.0815789474,94.9710526316,95.8605263158,96.75,97.6394736842,98.5289473684,98.5289473684,..,..,..
Libya,LBY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100,100,100,100,100,..,..,..
Liechtenstein,LIE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100,100,100,100,100,..,..,..
Lithuania,LTU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.7096082104,95.1863934869,95.6610178958,96.1335983943,96.6041369973,97.0737435855,97.5420681038,..,..,..
Lithuania,LTU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,83.7511883982,85.5846047684,87.4301894857,89.2879550291,91.1578123546,91.6009435763,92.0428650083,..,..,..
Luxembourg,LUX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100.000002201,99.9871990413,99.965245258,99.944601501,99.9251719959,99.9068714204,99.8896031911,..,..,..
Luxembourg,LUX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.000002201,99.9549844388,99.9028977637,99.8540561004,99.8082179296,99.7651683364,99.7246762193,..,..,..
"Macao SAR, China",MAC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100,100,100,100,100,..,..,..
"Macao SAR, China",MAC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,84.1076470588,87.9913333333,91.8750196078,95.7587058824,99.6423921569,100,100,..,..,..
Madagascar,MDG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,47.2497952808,48.4147498325,49.5906490787,50.7779933021,51.9758290006,53.1846496294,54.4039816408,..,..,..
Madagascar,MDG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,63.2786917927,64.2084385074,65.1371992672,66.0640591397,66.9893135048,67.911840109,68.8318767609,..,..,..
Malawi,MWI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.9033400744,96.8619888949,96.8234308988,96.7878332556,96.7548659628,96.7246158652,96.6959389054,..,..,..
Malaysia,MYS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.2592411926,93.2665831237,93.2756971989,93.2869427439,93.2998126323,93.3145243581,93.3292784613,..,..,..
Maldives,MDV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.5368399295,97.9457800239,98.3498443951,98.7490042877,99.1432201845,99.2392118111,99.2562009879,..,..,..
Maldives,MDV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Mali,MLI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,68.045736043,69.7729065032,71.4907916075,73.1991017412,74.8970316352,76.5843496799,78.2608295773,..,..,..
Mali,MLI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Malta,MLT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100.0000027354,100.0000036262,100.0000022532,100.0000017927,99.9999991079,99.9999982231,100.0000022135,..,..,..
Malta,MLT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100.0000027354,100.0000036262,100.0000022532,100.0000017927,99.9999991079,99.9999982231,100.0000022135,..,..,..
Marshall Islands,MHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.0537518268,83.0668442246,84.1045666627,85.1659259319,86.2504770775,87.3574840871,88.4864378846,..,..,..
Marshall Islands,MHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,59.5994641254,61.4303064313,63.2714511481,65.1194559733,66.9733068844,68.8320178372,70.6961876451,..,..,..
Mauritania,MRT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.7750217557,99.8207930926,99.8666919064,99.8665868606,99.8664818171,99.8663966506,99.8663313546,..,..,..
Mauritius,MUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.2935747392,96.8217268886,97.3448311947,97.8628879621,98.3757905568,98.8836793751,99.3182188903,..,..,..
Mexico,MEX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,41.5647344079,41.7927091598,42.0185050305,42.2421221514,42.4635144944,42.682742661,42.8703098958,..,..,..
"Micronesia, Fed. Sts.",FSM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,80.9937533859,80.3869347937,79.7801162014,79.1732976092,78.566479017,78.566479017,78.566479017,..,..,..
"Micronesia, Fed. Sts.",FSM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,86.8625098063,87.2260362081,87.5899907548,87.9543551348,88.317758697,88.6850614286,89.0556526527,..,..,..
Moldova,MDA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,64.5938703156,67.0441154211,69.5215313784,72.026140816,72.302998398,72.5871766347,72.8779121047,..,..,..
Monaco,MCO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100,100,100,100,100,..,..,..
Monaco,MCO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100,100,100,100,100,..,..,..
Mongolia,MNG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,77.8236631859,78.802019144,79.7889843888,80.7840684949,81.7881042567,82.800577607,83.3131150071,..,..,..
Mongolia,MNG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,24.2831489643,24.1436776807,24.0072087427,23.8734580479,23.7428900077,23.6152061858,23.7220805653,..,..,..
Montenegro,MNE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.9743877709,96.0290852011,96.0082648267,96.3069935876,97.0646211591,97.0533559518,97.0420501094,..,..,..
Montenegro,MNE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,89.803822004,90.5299758999,91.1870208768,91.843362045,92.49895125,93.047922725,93.5969206868,..,..,..
Morocco,MAR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,78.9572350487,80.5136122994,82.0601761222,83.596683656,85.1222045723,86.6364419437,86.7785126631,..,..,..
Morocco,MAR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,65.4054942923,66.3519933249,67.2841847202,68.2026927813,69.1070814408,69.9979419167,70.2664398295,..,..,..
Mozambique,MOZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,42.2759012344,44.497504895,46.7253337426,48.9591635937,51.1987759754,53.4439342451,55.6939756187,..,..,..
Mozambique,MOZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,70.8041442235,73.2599550097,75.7521345944,78.2808100756,79.9147625359,80.8442636741,81.7740485262,..,..,..
Myanmar,MMR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,80.4923622714,80.8459627971,81.1961001676,81.5427174882,81.8849353753,82.218057254,82.5410988715,..,..,..
Namibia,NAM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.4941850118,98.7418723637,98.9895597156,99.2372470675,99.4849344194,99.4849344194,99.4849344194,..,..,..
Nauru,NRU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,85.9130353711,86.4129317248,86.9063643673,87.3932623975,87.8733267446,88.3464059622,88.8122495224,..,..,..
Nepal,NPL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,26.11691023,26.3071402539,26.4963124677,26.6846549847,26.8719092608,27.0581954751,27.2433528869,..,..,..
Netherlands,NLD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100.0000021812,100.0000021747,100.0000007228,99.9999992793,99.9999992814,99.9999992835,..,..,..
Netherlands,NLD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9675675676,99.9642589372,99.9609481198,99.9576358576,99.954323604,99.9510127953,99.9510127973,..,..,..
New Caledonia,NCL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.6099008854,97.9536402261,98.2973795668,98.6411189075,98.9848582482,99.3285975889,99.3285975889,..,..,..
New Caledonia,NCL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.6659409409,94.5103158525,95.3583019071,95.9918376423,96.3263449081,96.660852174,96.660852174,..,..,..
New Zealand,NZL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100.0000013661,100,100.0000013365,100,99.9999986905,100,..,..,..
New Zealand,NZL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,90.7751515152,92.8848497538,94.9945454545,97.1042437221,99.2139393939,99.9999986905,100,..,..,..
Nicaragua,NIC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,81.3517610553,81.3809360085,81.4118043417,81.4439857088,81.4735445827,81.5047405786,81.5247635351,..,..,..
Nicaragua,NIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,51.0521038091,51.1451486956,51.2387030732,51.3323888819,51.4265789718,51.5212747402,51.6005110394,..,..,..
Niger,NER,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,45.5286323037,46.3417357129,47.1416120164,47.9350721681,48.7222694051,49.5015623709,50.2730650635,..,..,..
Niger,NER,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,63.189551447,64.5673352183,65.9398060605,67.3070797129,68.6692709981,70.0255277529,71.3766307018,..,..,..
